# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 62, mean observations per image: 1478.56
1 0.998121 -0.0374104 -0.0406507 -0.0264853 0.125876 -2.5197 2.20965 1 glove_0001.png
